"COSEWIC common name","COSEWIC population","COSEWIC status","COSEWIC last assessment date","Scientific name","Legal common name","Legal population","Schedule status","Last status change","SARA schedule","Date added","Range","Taxonomic group","Under consideration for","GIC decision","Domain","Estimated re-assessment"
"Lake Chub","Liard Hot Springs population","Threatened",2018-11-01,"Couesius plumbeus","Lake Chub","Liard Hot Springs population","No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)","Addition","Pending","Aquatic",2028-11-01
"Lake Chub","Northern British Columbia Hotsprings population","Non-active",2018-11-01,"Couesius plumbeus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2028-11-01
"Large-flowered Brickellia","general","Not at Risk",1996-04-01,"Brickellia grandiflora",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia","Vascular Plants",NA,NA,"Terrestrial",2006-04-01
"Leatherback Sea Turtle","general","Non-active",2012-05-04,"Dermochelys coriacea","Leatherback Sea Turtle",NA,"No Status",2017-04-13,"No schedule",2003-06-05,"Atlantic Ocean, Pacific Ocean","Reptiles",NA,"Struck - WS reassignment","Terrestrial",2022-05-04
"Leatherback Sea Turtle","Pacific population","Endangered",2022-12-03,"Dermochelys coriacea","Leatherback Sea Turtle","Pacific population","Endangered",NA,"Schedule 1",2003-06-05,"British Columbia, Pacific Ocean","Reptiles",NA,NA,"Terrestrial",2032-12-03
"Leiberg's Fleabane","general","Data Deficient",2016-11-27,"Erigeron leibergii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2026-11-27
"Lemmon's Holly Fern","general","Threatened",2003-05-01,"Polystichum lemmonii","Lemmon's Holly Fern",NA,"Threatened",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2013-05-01
"Leopard Dace","general","Not at Risk",1990-04-01,"Rhinichthys falcatus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2000-04-01
"Lesser Yellowlegs","general","Threatened",2020-11-04,"Tringa flavipes","Lesser Yellowlegs",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds","Addition","Pending","Terrestrial",2030-11-04
"Lewis's Woodpecker","general","Threatened",2010-04-25,"Melanerpes lewis","Lewis's Woodpecker",NA,"Threatened",2012-06-20,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Uplisted: Special Concern to threatened","Terrestrial",2020-04-25
"Limber Pine","general","Endangered",2014-11-28,"Pinus flexilis","Limber Pine",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2024-11-28
"Lindley's False Silverpuffs","general","Endangered",2008-04-25,"Uropappus lindleyi","Lindley's False Silverpuffs",NA,"Endangered",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-04-25
"Little Brown Myotis","general","Endangered",2013-11-01,"Myotis lucifugus","Little Brown Myotis",NA,"Endangered",2014-11-26,"Schedule 1",2014-11-26,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2023-11-01
"Little Quarry Lake Benthic Threespine Stickleback","general","Threatened",2023-12-01,"Gasterosteus aculeatus","Little Quarry Lake Benthic Threespine Stickleback",NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)","Addition","Pending","Aquatic",2033-12-01
"Little Quarry Lake Limnetic Threespine Stickleback","general","Threatened",2023-12-01,"Gasterosteus aculeatus","Little Quarry Lake Limnetic Threespine Stickleback",NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)","Addition","Pending","Aquatic",2033-12-01
"Loggerhead Shrike","general","Non-active",1991-04-01,"Lanius ludovicianus","Loggerhead Shrike",NA,NA,NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan","Birds",NA,NA,"Terrestrial",2001-04-01
"Long-billed Curlew","general","Threatened",2024-05-09,"Numenius americanus","Long-billed Curlew",NA,"Special Concern",NA,"Schedule 1",2005-01-12,"Alberta, British Columbia, Saskatchewan","Birds","Status change","Pending","Terrestrial",2034-05-09
"Long-toed Salamander","general","Not at Risk",2006-04-29,"Ambystoma macrodactylum",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia","Amphibians",NA,NA,"Terrestrial",2016-04-29
"Longfin Smelt","Pygmy population","Data Deficient",2004-11-01,"Spirinchus thaleichthys",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (freshwater)",NA,NA,"Aquatic",2014-11-01
"Longnose Skate","general","Not at Risk",2007-04-22,"Raja rhina",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2017-04-22
"Longspine Thornyhead","general","Special Concern",2007-04-22,"Sebastolobus altivelis","Longspine Thornyhead",NA,"Special Concern",2009-03-05,"Schedule 1",2009-03-05,"Pacific Ocean","Fishes (marine)",NA,"Added to list","Aquatic",2017-04-22
"Lyall's Mariposa Lily","general","Special Concern",2011-05-06,"Calochortus lyallii","Lyall's Mariposa Lily",NA,"Special Concern",2017-02-03,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Downlisted: Threatened to special concern","Terrestrial",2021-05-06
"Macoun's Meadowfoam","general","Special Concern",2023-12-01,"Limnanthes macounii","Macoun's Meadowfoam",NA,"Threatened",NA,"Schedule 1",2006-08-15,"British Columbia","Vascular Plants","Status change","Pending","Terrestrial",2033-12-01
"Magnum Mantleslug","general","Special Concern",2022-12-03,"Magnipelta mycophaga","Magnum Mantleslug",NA,"Special Concern",2017-02-03,"Schedule 1",2017-02-03,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2032-12-03
"Marbled Murrelet","general","Threatened",2012-05-04,"Brachyramphus marmoratus","Marbled Murrelet",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2022-05-04
"Margined Streamside Moss","general","Endangered",2012-05-04,"Scouleria marginata","Margined Streamside Moss",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2022-05-04
"Meadow Thistle","Rocky Mountain population","Endangered",2022-05-11,"Cirsium scariosum","Meadow Thistle","Rocky Mountain population","No Status",NA,"No schedule",NA,"Alberta, British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2032-05-11
"Merlin","general","Not at Risk",1985-04-01,"Falco columbarius",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",1995-04-01
"Mexican Mosquito-fern","general","Threatened",2008-11-28,"Azolla mexicana","Mexican Mosquito-fern",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-11-28
"Misty Lake Lentic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Misty Lake Lentic Threespine Stickleback",NA,"Endangered",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Misty Lake Lotic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Misty Lake Lotic Threespine Stickleback",NA,"Endangered",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Monarch","general","Endangered",2016-11-27,"Danaus plexippus","Monarch",NA,"Endangered",2023-12-08,"Schedule 1",2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan","Arthropods",NA,"Uplisted: Special Concern to endangered","Terrestrial",2026-11-27
"Mormon Metalmark","Southern Mountain population","Endangered",2014-05-02,"Apodemia mormo","Mormon Metalmark","Southern Mountain population","Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2024-05-02
"Mountain Beaver","general","Special Concern",2022-12-03,"Aplodontia rufa","Mountain Beaver",NA,"Special Concern",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2032-12-03
"Mountain Crab-eye","general","Special Concern",2016-04-29,"Acroscyphus sphaerophoroides","Mountain Crab-eye",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2026-04-29
"Mountain Holly Fern","general","Threatened",2005-05-05,"Polystichum scopulinum","Mountain Holly Fern",NA,"Threatened",2006-08-15,"Schedule 1",2006-08-15,"British Columbia, Newfoundland and Labrador, Quebec","Vascular Plants",NA,"Added to list","Terrestrial",2015-05-05
"Mountain Sucker","general","Non-active",2010-11-26,"Catostomus platyrhynchus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Saskatchewan","Fishes (freshwater)",NA,NA,"Aquatic",2020-11-26
"Mountain Sucker","Pacific population","Non-active",2022-12-03,"Catostomus platyrhynchus","Mountain Sucker","Pacific population","Special Concern",2017-04-13,"Schedule 1",2017-04-13,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2032-12-03
"Muhlenberg's Centaury","general","Endangered",2008-04-25,"Centaurium muehlenbergii","Muhlenberg's Centaury",NA,"Endangered",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-04-25
"Nelson's Sharp-tailed Sparrow","general","Not at Risk",1998-04-01,"Ammodramus nelsoni",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan","Birds",NA,NA,"Terrestrial",2008-04-01
"Nine-spotted Lady Beetle","general","Endangered",2016-04-29,"Coccinella novemnotata","Nine-spotted Lady Beetle",NA,"Endangered",2023-02-03,"Schedule 1",2023-02-03,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan","Arthropods",NA,"Added to list","Terrestrial",2026-04-29
"Nooksack Dace","general","Endangered",2018-11-01,"Rhinichthys cataractae","Nooksack Dace",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2028-11-01
"North Pacific Right Whale","general","Endangered",2015-05-01,"Eubalaena japonica","North Pacific Right Whale",NA,"Endangered",2006-08-15,"Schedule 1",2006-08-15,"Pacific Ocean","Mammals (marine)",NA,"Added to list","Aquatic",2025-05-01
"North Pacific Spiny Dogfish","general","Special Concern",2011-11-25,"Squalus suckleyi","North Pacific Spiny Dogfish",NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2021-11-25
"Northern Abalone","general","Endangered",2009-04-26,"Haliotis kamtschatkana","Northern Abalone",NA,"Endangered",2011-06-23,"Schedule 1",2003-06-05,"British Columbia, Pacific Ocean","Molluscs",NA,"Uplisted: Threatened to endangered","Aquatic",2019-04-26
"Northern Alligator Lizard","general","Not at Risk",2002-05-01,"Elgaria coerulea",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Reptiles",NA,NA,"Terrestrial",2012-05-01
"Northern Elephant Seal","general","Not at Risk",1986-04-01,"Mirounga angustirostris",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",1996-04-01
"Northern Fur Seal","general","Threatened",2022-12-03,"Callorhinus ursinus","Northern Fur Seal",NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Mammals (marine)","Addition","Pending","Aquatic",2032-12-03
"Northern Goshawk atricapillus subspecies","general","Not at Risk",1995-04-01,"Accipiter gentilis atricapillus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2005-04-01
"Northern Goshawk laingi subspecies","general","Threatened",2013-05-03,"Accipiter gentilis laingi","Northern Goshawk laingi subspecies",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2023-05-03
"Northern Grey Wolf","general","Not at Risk",1999-04-01,"Canis lupus occidentalis",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)",NA,NA,"Terrestrial",2009-04-01
"Northern Harrier","general","Not at Risk",1993-04-01,"Circus cyaneus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2003-04-01
"Northern Hawk Owl","general","Not at Risk",1992-04-01,"Surnia ulula",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2002-04-01
"Northern Leopard Frog","Rocky Mountain population","Endangered",2021-12-01,"Lithobates pipiens","Northern Leopard Frog","Rocky Mountain population","Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Amphibians",NA,"Added to list","Terrestrial",2031-12-01
"Northern Myotis","general","Endangered",2013-11-01,"Myotis septentrionalis","Northern Myotis",NA,"Endangered",2014-11-26,"Schedule 1",2014-11-26,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2023-11-01
"Northern Red-legged Frog","general","Special Concern",2015-05-01,"Rana aurora","Northern Red-legged Frog",NA,"Special Concern",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Amphibians",NA,"Added to list","Terrestrial",2025-05-01
"Northern Right Whale Dolphin","general","Not at Risk",1990-04-01,"Lissodelphis borealis",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2000-04-01
"Northern Rubber Boa","general","Special Concern",2016-04-29,"Charina bottae","Northern Rubber Boa",NA,"Special Concern",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2026-04-29
"Northern Saw-whet Owl brooksi subspecies","general","Threatened",2017-11-01,"Aegolius acadicus brooksi","Northern Saw-whet Owl brooksi subspecies",NA,"Threatened",2007-12-13,"Schedule 1",2007-12-13,"British Columbia","Birds",NA,"Added to list","Terrestrial",2027-11-01
"Northwestern Cellar Spider","general","Not at Risk",2014-05-02,"Psilochorus hesperus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Arthropods",NA,NA,"Terrestrial",2024-05-02
"Northwestern Gartersnake","general","Not at Risk",2003-05-01,"Thamnophis ordinoides",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Reptiles",NA,NA,"Terrestrial",2013-05-01
"Northwestern Salamander","general","Not at Risk",1999-04-01,"Ambystoma gracile",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Amphibians",NA,NA,"Terrestrial",2009-04-01
"Nugget Moss","general","Endangered",2016-11-27,"Microbryum vlassovii","Nugget Moss",NA,"Endangered",2009-03-05,"Schedule 1",2009-03-05,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2026-11-27
"Nuttall's Cottontail nuttallii subspecies","general","Special Concern",2016-11-27,"Sylvilagus nuttallii nuttallii","Nuttall's Cottontail nuttallii subspecies",NA,"Special Concern",2007-12-13,"Schedule 1",2007-12-13,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2026-11-27
"Nuttall's Sheep Moth","general","Endangered",2015-11-26,"Hemileuca nuttalli","Nuttall's Sheep Moth",NA,"Endangered",2023-02-03,"Schedule 1",2023-02-03,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2025-11-26
"Okanagan Efferia","general","Endangered",2011-11-25,"Efferia okanagana","Okanagan Efferia",NA,"Endangered",2017-02-03,"Schedule 1",2017-02-03,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2021-11-25
"Okanogan Stickseed","general","Not at Risk",2007-11-30,"Hackelia ciliata",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2017-11-30
"Oldgrowth Specklebelly Lichen","general","Special Concern",2010-04-25,"Pseudocyphellaria rainierensis","Oldgrowth Specklebelly Lichen",NA,"Special Concern",2012-06-20,"Schedule 1",2012-06-20,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2020-04-25
"Olive Clubtail","general","Endangered",2011-05-06,"Stylurus olivaceus","Olive Clubtail",NA,"Endangered",2017-02-03,"Schedule 1",2017-02-03,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2021-05-06
"Olive-sided Flycatcher","general","Special Concern",2018-04-27,"Contopus cooperi","Olive-sided Flycatcher",NA,"Special Concern",2023-02-03,"Schedule 1",2010-02-23,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,"Downlisted: Threatened to special concern","Terrestrial",2028-04-27
"Olympia Oyster","general","Special Concern",2011-05-06,"Ostrea lurida","Olympia Oyster",NA,"Special Concern",2003-06-05,"Schedule 1",2003-06-05,"British Columbia, Pacific Ocean","Molluscs",NA,"Added to list","Aquatic",2021-05-06
"Oregon Branded Skipper","general","Endangered",2013-11-01,"Hesperia colorado oregonia","Oregon Branded Skipper",NA,"Endangered",2023-02-03,"Schedule 1",2023-02-03,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2023-11-01
"Oregon Forestsnail","general","Endangered",2013-05-03,"Allogona townsendiana","Oregon Forestsnail",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2023-05-03
"Oregon Lupine","general","Extirpated",2008-11-28,"Lupinus oreganus","Oregon Lupine",NA,"Extirpated",2011-02-04,"Schedule 1",2011-02-04,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-11-28
"Oregon Spotted Frog","general","Endangered",2011-05-06,"Rana pretiosa","Oregon Spotted Frog",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Amphibians",NA,"Added to list","Terrestrial",2021-05-06
"Pacific Gophersnake","general","Extirpated",2023-05-05,"Pituophis catenifer catenifer","Pacific Gophersnake",NA,"Extirpated",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2033-05-05
"Northwestern Pond Turtle","general","Extirpated",2023-05-05,"Actinemys marmorata","Pacific Pond Turtle",NA,"Extirpated",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2033-05-05
"Pacific Rhododendron","general","Not at Risk",1997-04-01,"Rhododendron macrophyllum",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2007-04-01
"Pacific Sandpirate","general","Special Concern",2024-05-09,"Lasiopogon pacificus","Pacific Sandpirate",NA,"No Status",NA,"No schedule",NA,"British Columbia","Arthropods","Addition","Pending","Terrestrial",2034-05-09
"Pacific Sardine","general","Not at Risk",2002-05-01,"Sardinops sagax","Pacific Sardine",NA,NA,NA,NA,NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2012-05-01
"Pacific Water Shrew","general","Endangered",2016-04-29,"Sorex bendirii","Pacific Water Shrew",NA,"Endangered",2007-12-13,"Schedule 1",2003-06-05,"British Columbia","Mammals (terrestrial)",NA,"Uplisted","Terrestrial",2026-04-29
"Pacific White-sided Dolphin","general","Not at Risk",1990-04-01,"Lagenorhynchus obliquidens",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2000-04-01
"Pallid Bat","general","Threatened",2010-11-26,"Antrozous pallidus","Pallid Bat",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Mammals (terrestrial)",NA,"Added to list","Terrestrial",2020-11-26
"Paxton Lake Benthic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Paxton Lake Benthic Threespine Stickleback",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Paxton Lake Limnetic Threespine Stickleback","general","Endangered",2023-12-01,"Gasterosteus aculeatus","Paxton Lake Limnetic Threespine Stickleback",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2033-12-01
"Peacock Vinyl Lichen","general","Special Concern",2011-05-06,"Leptogium polycarpum","Peacock Vinyl Lichen",NA,"Special Concern",2017-02-03,"Schedule 1",2017-02-03,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2021-05-06
"Peregrine Falcon anatum subspecies","general","Non-active",2007-04-22,"Falco peregrinus anatum","Peregrine Falcon anatum subspecies",NA,"No Status",2013-03-08,"No schedule",2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,"Struck - WS reassignment","Terrestrial",2017-04-22
"Peregrine Falcon anatum/tundrius","general","Not at Risk",2017-11-01,"Falco peregrinus anatum/tundrius","Peregrine Falcon anatum/tundrius",NA,"No Status",2023-02-15,"No schedule",2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,"Delisted: Special Concern to not at risk","Terrestrial",2027-11-01
"Peregrine Falcon pealei subspecies","general","Special Concern",2017-11-01,"Falco peregrinus pealei","Peregrine Falcon pealei subspecies",NA,"Special Concern",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2027-11-01
"Phantom Orchid","general","Endangered",2014-11-28,"Cephalanthera austiniae","Phantom Orchid",NA,"Endangered",2019-02-25,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Uplisted: Threatened to endangered","Terrestrial",2024-11-28
"Pine Broomrape","general","Endangered",2024-05-09,"Aphyllon pinorum","Pine Broomrape",NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2034-05-09
"Pink Sand-verbena","general","Endangered",2004-05-01,"Abronia umbellata","Pink Sand-verbena",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2014-05-01
"Pink-footed Shearwater","general","Endangered",2016-11-27,"Ardenna creatopus","Pink-footed Shearwater",NA,"Endangered",2019-05-22,"Schedule 1",2005-07-14,"British Columbia, Pacific Ocean","Birds",NA,"Uplisted: Threatened to endangered","Terrestrial",2026-11-27
"Pixie Poacher","general","Non-active",2001-11-01,"Occella impi",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (marine)",NA,NA,"Aquatic",2011-11-01
"Plains Bison","general","Threatened",2013-11-01,"Bison bison bison","Plains Bison",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Saskatchewan","Mammals (terrestrial)","Addition","Pending","Terrestrial",2023-11-01
"Poor Pocket Moss","general","Endangered",2022-12-03,"Fissidens pauperculus","Poor Pocket Moss",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2032-12-03
"Porsild's Bryum","general","Threatened",2017-11-01,"Haplodontium macrocarpum","Porsild's Bryum",NA,"Threatened",2011-02-04,"Schedule 1",2011-02-04,"Alberta, British Columbia, Newfoundland and Labrador, Nunavut","Mosses",NA,"Added to list","Terrestrial",2027-11-01
"Prairie Falcon","general","Not at Risk",1996-04-01,"Falco mexicanus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Saskatchewan","Birds",NA,NA,"Terrestrial",2006-04-01
"Prairie Lupine","general","Endangered",2009-04-26,"Lupinus lepidus","Prairie Lupine",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2019-04-26
"Puget Oregonian","general","Extirpated",2013-05-03,"Cryptomastix devia","Puget Oregonian",NA,"Extirpated",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2023-05-03
"Purple Sanicle","general","Threatened",2001-05-01,"Sanicula bipinnatifida","Purple Sanicle",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2011-05-01
"Purple Spikerush","general","Non-active",2008-04-25,"Eleocharis atropurpurea","Purple Spikerush",NA,NA,NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2018-04-25
"Pygmy Pocket Moss","general","Not at Risk",2016-04-29,"Fissidens exilis","Pygmy Pocket Moss",NA,"No Status",2019-02-25,"No schedule",2006-08-15,"British Columbia, Nova Scotia, Ontario, Quebec","Mosses",NA,"Delisted: Special Concern to not at risk","Terrestrial",2026-04-29
"Pygmy Short-horned Lizard","general","Extirpated",2018-11-01,"Phrynosoma douglasii","Pygmy Short-horned Lizard",NA,"Extirpated",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2028-11-01
"Pygmy Slug","general","Special Concern",2016-04-29,"Kootenaia burkei","Pygmy Slug",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2026-04-29
"Pygmy Sperm Whale","general","Not at Risk",1994-04-01,"Kogia breviceps",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2004-04-01
"Pygmy Whitefish","Pacific population","Not at Risk",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Yukon","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Pygmy Whitefish","Southwestern Yukon Beringian population","Data Deficient",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Yukon","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Pygmy Whitefish","Western Arctic population","Not at Risk",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Northwest Territories","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Quillback Rockfish","general","Threatened",2009-11-27,"Sebastes maliger","Quillback Rockfish",NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2019-11-27
